Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
,04/12/2024,Invoice,1126,NU-BC-2851,Brink Constructors Inc.,Brink Constructors Inc.,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"30,548.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000321752858,04/12/2024,04/15/2024
,04/12/2024,Invoice,1127,NU-BC-2851,Brink Constructors Inc.,Brink Constructors Inc.,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"30,733.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000321752858,04/12/2024,04/15/2024
,04/16/2024,Invoice,1128,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"30,918.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000355080387,04/15/2024,04/16/2024
,04/18/2024,Invoice,1129,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",3.00,185.00,555.00,"31,473.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000323855350,04/18/2024,04/18/2024
,04/18/2024,Invoice,1130,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"31,658.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000321906558,04/18/2024,04/18/2024
,04/23/2024,Invoice,1131,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"32,028.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000324032255,04/19/2024,04/22/2024
,04/30/2024,Invoice,1133,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"32,398.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000324325153,04/30/2024,05/01/2024
,05/01/2024,Invoice,1136,NU-BC-2851,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"32,583.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000324319357,05/01/2024,05/01/2024
,05/03/2024,Invoice,1137,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"32,768.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000324406351,05/03/2024,05/03/2024
,05/06/2024,Invoice,1139,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"32,953.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000358029688,05/06/2024,05/07/2024
,05/06/2024,Invoice,1140,NU-BC-2851,Chain Electric,Chain Electric,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",10.00,185.00,"1,850.00","34,803.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Credit Card,1Z2W49000357986182,05/06/2024,05/07/2024
,05/07/2024,Invoice,1141,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",3.00,185.00,555.00,"35,358.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,05/07/2024,05/10/2024
,05/15/2024,Invoice,1145,NU-BC-2851,Chain Electric,Chain Electric,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",6.00,185.00,"1,110.00","36,468.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Credit Card,1Z2W49000325380752,05/15/2024,05/15/2024
,05/20/2024,Invoice,1149,NU-BC-2851,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",4.00,185.00,740.00,"37,208.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Check,1Z2W49000325569255,05/20/2024,05/20/2024
,05/21/2024,Invoice,1150,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"37,578.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000325754858,05/21/2024,05/21/2024
,05/24/2024,Invoice,1152,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"37,763.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000325754858,05/24/2024,05/24/2024
,05/29/2024,Invoice,1154,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,190.00,190.00,"37,953.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000325891156,05/29/2024,05/30/2024
,05/30/2024,Invoice,1155,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",4.00,190.00,760.00,"38,713.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000327129459,06/03/2024,06/07/2024
,05/30/2024,Invoice,1157,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",5.00,190.00,950.00,"39,663.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000327109159,06/07/2024,06/07/2024
,06/17/2024,Invoice,1161,NU-BC-2851,Power Design & Consulting - Travis,Power Design & Consulting - Travis,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"40,063.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000328095154,06/17/2024,06/17/2024
,07/01/2024,Invoice,1164,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"40,263.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000361953388,06/26/2024,07/01/2024
,07/01/2024,Invoice,1165,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"40,463.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000361953388,06/26/2024,07/01/2024
,07/01/2024,Invoice,1166,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"40,663.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000361953388,06/26/2024,07/01/2024
,07/01/2024,Invoice,1167,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",4.00,200.00,800.00,"41,463.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000328625858,06/26/2024,07/01/2024
,07/01/2024,Invoice,1168,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"41,863.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000328622959,06/28/2024,07/01/2024
,07/08/2024,Invoice,1169,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"42,263.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,07/08/2024,07/11/2024
,07/11/2024,Invoice,1170,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"42,463.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000329243554,07/10/2024,07/11/2024
,07/11/2024,Invoice,1171,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"42,663.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000329243554,07/10/2024,07/11/2024
,07/18/2024,Invoice,1172,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"42,863.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000363240984,07/17/2024,07/18/2024
,07/22/2024,Invoice,1174,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",4.00,200.00,800.00,"43,663.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000330006254,07/22/2024,07/22/2024
,07/24/2024,Invoice,1175,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"43,863.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000330043955,07/24/2024,07/24/2024
,07/24/2024,Invoice,1176,NU-BC-2851,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"44,063.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000330041055,07/24/2024,07/24/2024
,07/26/2024,Invoice,1178,NU-BC-2851,Chain Electric,Chain Electric,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",4.00,200.00,800.00,"44,863.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Credit Card,,,07/26/2024
,07/26/2024,Invoice,1179,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"45,263.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,07/26/2024,07/29/2024
,08/02/2024,Invoice,1183,NU-BC-2851,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,185.00,370.00,"45,633.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Check,1Z2W49000363475883,07/30/2024,08/02/2024
,08/02/2024,Invoice,1184,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",5.00,200.00,"1,000.00","46,633.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,,07/30/2024,07/30/2024
,08/02/2024,Invoice,1185,NU-BC-2851,Brink Constructors - North Carolina,Brink Constructors Inc.:Brink - Mr. Lance Brogan:Brink Constructors - North Carolina,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"47,033.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000264058780,08/02/2024,08/02/2024
,08/06/2024,Invoice,1186,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"47,233.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000331302557,08/06/2024,08/06/2024
,08/06/2024,Invoice,1187,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"47,433.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000331305456,08/06/2024,08/06/2024
,08/08/2024,Invoice,1188,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"47,633.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000365137584,08/08/2024,08/08/2024
,08/08/2024,Invoice,1189,NU-BC-2851,Summit Line Construction - Nate,Mr. Terry Mayfield:Summit Line Construction - Nate,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",5.00,225.00,"1,125.00","48,758.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000331801357,08/08/2024,08/08/2024
,08/12/2024,Invoice,1192,NU-BC-2851,LineTec Services - Matthew Indiana,"LineTec Services, LLC:LineTec Services - Matthew Indiana","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,215.00,430.00,"49,188.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000331079255,08/12/2024,08/13/2024
,08/13/2024,Invoice,1193,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"49,388.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000365311582,08/13/2024,08/13/2024
,08/14/2024,Invoice,1194,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"49,588.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000332845353,08/14/2024,08/14/2024
,08/21/2024,Invoice,1196,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"49,788.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z43098703937103 95,08/21/2024,08/21/2024
,08/21/2024,Invoice,1197,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"49,988.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z43098703937103 95,08/21/2024,08/21/2024
,08/21/2024,Invoice,1198,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",4.00,200.00,800.00,"50,788.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z43098703955133 54,08/20/2024,08/21/2024
,09/04/2024,Invoice,1200,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",5.00,200.00,"1,000.00","51,788.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000367042888,09/04/2024,09/05/2024
,09/04/2024,Invoice,1201,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"51,988.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000333703754,09/04/2024,09/05/2024
,09/04/2024,Invoice,1202,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"52,388.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000333721154,09/04/2024,09/05/2024
,09/04/2024,Invoice,1203,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"52,788.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000333712459,09/04/2024,09/05/2024
,09/04/2024,Invoice,1204,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"52,988.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000367051583,09/04/2024,09/05/2024
,09/09/2024,Invoice,1207,NU-BC-2851,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"53,188.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000334843459,09/09/2024,09/09/2024
,09/09/2024,Invoice,1208,NU-BC-2851,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"53,388.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000334843459,09/09/2024,09/09/2024
,09/17/2024,Invoice,1210,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,205.00,615.00,"54,003.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000367843281,09/17/2024,09/17/2024
,09/25/2024,Invoice,1211,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"54,203.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000336621159,09/24/2024,09/25/2024
,09/25/2024,Invoice,1212,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,200.00,400.00,"54,603.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000336621159,09/24/2024,09/25/2024
,09/26/2024,Invoice,1213,NU-BC-2851,Chain Electric - West Monroe Yard,Chain Electric:Chain Electric - West Monroe Yard,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",6.00,205.00,"1,230.00","55,833.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000336661759,09/25/2024,09/26/2024
,10/09/2024,Invoice,1215,NU-BC-2851,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"56,038.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000371471184,10/08/2024,10/09/2024
,10/21/2024,Invoice,1218,NU-BC-2851,Pearl River Valley - Raymond May,Pearl River Valley - Raymond May,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,205.00,615.00,"56,653.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000372228089,10/21/2024,10/22/2024
