Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
,11/19/2024,Invoice,1238,4%,"AMP Utility Company, LLC - Tristan","AMP Utility Company, LLC - Tristan",4% Credit Card Processing Fee,1.00,48.00,48.00,"4,720.41",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z4309870397428676,,11/19/2024
,11/19/2024,Invoice,1240,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,110.75,110.75,"4,831.16",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000379779687,,11/19/2024
,11/20/2024,Invoice,1244,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,18.65,18.65,"4,849.81",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000346440559,,11/20/2024
,12/05/2024,Invoice,1251,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,10.55,10.55,"4,860.36",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000347635356,,12/05/2024
,12/11/2024,Invoice,1255,4%,Chain Electric - Richland,Chain Electric:Chain Electric - Richland,4% Credit Card Processing Fee,1.00,20.00,20.00,"4,880.36",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000342754656,,12/11/2024
,12/12/2024,Invoice,1257,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,18.00,18.00,"4,898.36",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000347771655,,12/12/2024
,12/12/2024,Invoice,1258,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,9.50,9.50,"4,907.86",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000347771655,,12/12/2024
,01/06/2025,Invoice,1267,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,18.80,18.80,"4,926.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000351271955,,01/06/2025
,01/15/2025,Invoice,1273,4%,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,4% Credit Card Processing Fee,1.00,76.00,76.00,"5,002.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,,01/15/2025
,01/15/2025,Invoice,1274,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,11.00,11.00,"5,013.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000386556985,01/15/2025,01/15/2025
,01/24/2025,Invoice,1277,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,45.00,45.00,"5,058.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000388166483,,01/24/2025
,02/03/2025,Invoice,1281,4%,Chain Electric,Chain Electric,4% Credit Card Processing Fee,1.00,30.00,30.00,"5,088.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,QuickBooks Payments-Credit Card,1Z4309870398692772,,01/30/2025
,02/03/2025,Invoice,1282,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,10.00,10.00,"5,098.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z4309870397720760,,01/30/2025
,02/03/2025,Invoice,1283,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,10.00,10.00,"5,108.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z43098703977207 60,,01/30/2025
,02/03/2025,Invoice,1286,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,28.00,28.00,"5,136.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z4309870390639255,,01/31/2025
,02/03/2025,Invoice,1287,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,129.00,129.00,"5,265.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000388166483,,02/04/2025
,02/14/2025,Invoice,1294,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,26.00,26.00,"5,291.66",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,02/18/2025
,02/14/2025,Invoice,1295,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,93.15,93.15,"5,384.81",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,02/12/2025,02/12/2025
,02/19/2025,Invoice,1299,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,101.75,101.75,"5,486.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,11/01/2024,12/03/2024
,02/21/2025,Invoice,1300,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,20.00,20.00,"5,506.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000355958359,,02/21/2025
,02/26/2025,Invoice,1303,4%,AEP - Joshua A. Lee,AEP - Joshua A. Lee,4% Credit Card Processing Fee,1.00,110.00,110.00,"5,616.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000389784689,,02/26/2025
,03/05/2025,Invoice,1305,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,12.00,12.00,"5,628.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000390167487,,03/05/2025
,03/05/2025,Invoice,1306,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,12.00,12.00,"5,640.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000390167487,,03/05/2025
,03/05/2025,Invoice,1307,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,24.00,24.00,"5,664.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z4309870395141685,,02/28/2025
,03/06/2025,Invoice,1310,4%,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,4% Credit Card Processing Fee,1.00,60.00,60.00,"5,724.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000357092254,,03/06/2025
,03/11/2025,Invoice,1311,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,138.00,138.00,"5,862.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,01/22/2025
,03/11/2025,Invoice,1312,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,138.00,138.00,"6,000.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,01/20/2025
,03/12/2025,Invoice,1314,4%,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,4% Credit Card Processing Fee,1.00,20.00,20.00,"6,020.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000357396757,,03/12/2025
,03/20/2025,Invoice,1320,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,32.00,32.00,"6,052.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,03/20/2025,03/20/2025
,03/21/2025,Invoice,1323,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,0.00,0.00,"6,052.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,03/21/2025
,03/21/2025,Invoice,1324,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,"1,090.00","1,090.00","7,142.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,120004166100,,03/05/2025
,03/21/2025,Invoice,1325,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,835.00,835.00,"7,977.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,848797659,,03/12/2025
,03/25/2025,Invoice,1328,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,20.00,20.00,"7,997.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000391141887,,03/26/2025
,03/27/2025,Invoice,1329,4%,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,4% Credit Card Processing Fee,1.00,12.00,12.00,"8,009.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000357837557,,03/27/2025
,04/03/2025,Invoice,1336,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,200.00,200.00,"8,209.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,279347697,,03/25/2025
,04/18/2025,Invoice,1340,4%,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,4% Credit Card Processing Fee,1.00,14.00,14.00,"8,223.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000359745750,,04/18/2025
,04/18/2025,Invoice,1341,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,20.00,20.00,"8,243.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000359742851,,04/18/2025
,04/21/2025,Invoice,1343,4%,Chain Electric - West Monroe Yard,Chain Electric:Chain Electric - West Monroe Yard,4% Credit Card Processing Fee,1.00,64.00,64.00,"8,307.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000393081984,,04/21/2025
,04/25/2025,Invoice,1345,4%,Alabama Power,Alabama Power,4% Credit Card Processing Fee,1.00,56.00,56.00,"8,363.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,04/25/2025
,05/06/2025,Invoice,1348,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,13.00,13.00,"8,376.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000394308684,,05/06/2025
,05/07/2025,Invoice,1351,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,45.00,45.00,"8,421.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,03/28/2025
,05/16/2025,Invoice,1352,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,30.00,30.00,"8,451.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000361781555,,05/17/2025
,05/23/2025,Invoice,1355,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,84.00,84.00,"8,535.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z4309870391462318,,05/23/2025
,05/30/2025,Invoice,1356,4%,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,4% Credit Card Processing Fee,1.00,48.00,48.00,"8,583.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000396240083,,05/30/2025
,05/30/2025,Invoice,1357,4%,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,4% Credit Card Processing Fee,1.00,11.00,11.00,"8,594.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000362912554,,05/30/2025
,05/30/2025,Invoice,1359,4%,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,4% Credit Card Processing Fee,1.00,53.00,53.00,"8,647.56",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000362909657,,05/30/2025
,06/06/2025,Invoice,1360,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,20.50,20.50,"8,668.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000363451952,,06/06/2025
,06/06/2025,Invoice,1361,4%,Dominion Energy - Caleb Shell,Dominion Energy - Caleb Shell,4% Credit Card Processing Fee,1.00,20.00,20.00,"8,688.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000396788180,,06/06/2025
,06/16/2025,Invoice,1363,4%,Dominion Energy - Caleb Shell,Dominion Energy - Caleb Shell,4% Credit Card Processing Fee,1.00,87.00,87.00,"8,775.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000364301657,,06/16/2025
,06/26/2025,Invoice,1370,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,"1,540.00","1,540.00","10,315.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,PRO 270593964,,05/14/2025
,06/26/2025,Invoice,1371,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,180.00,180.00,"10,495.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z9736130374123757,,06/25/2025
,07/11/2025,Invoice,1372,4%,Chain Electric,Chain Electric,4% Credit Card Processing Fee,1.00,42.00,42.00,"10,537.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,QuickBooks Payments-Credit Card,,,07/11/2025
,07/11/2025,Invoice,1373,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,25.00,25.00,"10,562.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000365650153,,07/11/2025
,07/11/2025,Invoice,1375,4%,Alabama Power - Jake Smitherman,Alabama Power:Alabama Power - Jake Smitherman,4% Credit Card Processing Fee,1.00,93.00,93.00,"10,655.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,1Z2W49000300520496,,07/14/2025
,07/25/2025,Invoice,1377,4%,Chain Electric,Chain Electric,4% Credit Card Processing Fee,1.00,33.00,33.00,"10,688.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,QuickBooks Payments-Credit Card,1Z2W49000309707699,,07/25/2025
,07/25/2025,Invoice,1378,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,11.00,11.00,"10,699.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000376359850,,07/25/2025
,07/25/2025,Invoice,1379,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,11.00,11.00,"10,710.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000376359850,,07/25/2025
,07/28/2025,Invoice,1382,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,13.00,13.00,"10,723.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000309829496,,07/28/2025
,07/28/2025,Invoice,1383,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,13.00,13.00,"10,736.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000309829496,,07/28/2025
,08/18/2025,Invoice,1389,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,25.00,25.00,"10,761.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000377371950,,08/18/2025
,08/18/2025,Invoice,1390,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,21.00,21.00,"10,782.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000377371950,,08/18/2025
,08/18/2025,Invoice,1391,4%,Nipsco - Matt Looney,Nipsco - Matt Looney,4% Credit Card Processing Fee,1.00,20.00,20.00,"10,802.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,
,08/19/2025,Invoice,1394,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,14.00,14.00,"10,816.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000310795190,,08/20/2025
,08/19/2025,Invoice,1395,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,14.00,14.00,"10,830.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000377464752,,08/20/2025
,08/25/2025,Invoice,1399,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,27.00,27.00,"10,857.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,,08/26/2025
,08/25/2025,Invoice,1400,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,27.00,27.00,"10,884.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,,08/26/2025
,08/25/2025,Invoice,1401,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,47.00,47.00,"10,931.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,08/26/2025
,08/25/2025,Invoice,1402,4%,Dominion Energy - Richmond Garage,Dominion Energy - Richmond Garage,4% Credit Card Processing Fee,1.00,31.00,31.00,"10,962.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000311143196,,08/26/2025
,08/29/2025,Invoice,1410,4%,ULCS - Birmingham - Brantley,ULCS - Birmingham:ULCS - Birmingham - Brantley,4% Credit Card Processing Fee,1.00,44.00,44.00,"11,006.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z43098703933889 04,,08/29/2025
,09/11/2025,Invoice,1416,4%,"AEP - Oklahoma, Chris Bruns","AEP/SWEPCO - Shreveport:AEP - Oklahoma, Chris Bruns",4% Credit Card Processing Fee,1.00,119.00,119.00,"11,125.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000378363752,,09/12/2025
,09/11/2025,Invoice,1417,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,15.00,15.00,"11,140.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000374744553,,09/12/2025
,09/15/2025,Invoice,1418,4%,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,4% Credit Card Processing Fee,1.00,15.00,15.00,"11,155.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000378650852,,09/15/2025
,09/16/2025,Invoice,1419,4%,ULCS - Birmingham - Steve Bozeman,ULCS - Birmingham:ULCS - Birmingham - Steve Bozeman,4% Credit Card Processing Fee,1.00,13.00,13.00,"11,168.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000312013191,,09/16/2025
,09/22/2025,Invoice,1423,4%,LineTec - Steve Guthrie,LineTec - Steve Guthrie,4% Credit Card Processing Fee,1.00,33.00,33.00,"11,201.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000378787152,,09/22/2025
,09/23/2025,Invoice,1424,4%,Chain Electric,Chain Electric,4% Credit Card Processing Fee,1.00,98.00,98.00,"11,299.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,QuickBooks Payments-Credit Card,1Z2W49000378798757,,09/23/2025
,09/25/2025,Invoice,1425,4%,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,4% Credit Card Processing Fee,1.00,47.00,47.00,"11,346.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000312274196,,09/25/2025
,10/20/2025,Invoice,1438,4%,Dominion Energy - Thurgood C. Askew,Dominion Energy - Thurgood C. Askew,4% Credit Card Processing Fee,1.00,105.00,105.00,"11,451.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,1Z2W49000380878059,,10/21/2025
,10/21/2025,Invoice,1439,4%,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,4% Credit Card Processing Fee,1.00,620.00,620.00,"12,071.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,Credit Card,,,07/01/2025
,10/29/2025,Invoice,1443,4%,ULCS - Birmingham,ULCS - Birmingham,4% Credit Card Processing Fee,1.00,0.00,0.00,"12,071.06",Credit Card Processing Fee Income,Credit Card Processing:Credit Card Processing Fee,,,,10/31/2025
